"url","user","problem"
"https://www.hackerrank.com/rest/contests/master/challenges/task-scheduling/hackers/harshnikam4536/download_solution","harshnikam4536","task-scheduling"
"https://www.hackerrank.com/rest/contests/master/challenges/similarpair/hackers/harshnikam4536/download_solution","harshnikam4536","similarpair"
"https://www.hackerrank.com/rest/contests/master/challenges/playing-with-numbers/hackers/harshnikam4536/download_solution","harshnikam4536","playing-with-numbers"
"https://www.hackerrank.com/rest/contests/master/challenges/almost-integer-rock-garden/hackers/harshnikam4536/download_solution","harshnikam4536","almost-integer-rock-garden"
"https://www.hackerrank.com/rest/contests/master/challenges/sorted-subsegments/hackers/harshnikam4536/download_solution","harshnikam4536","sorted-subsegments"
"https://www.hackerrank.com/rest/contests/master/challenges/distant-pairs/hackers/harshnikam4536/download_solution","harshnikam4536","distant-pairs"
"https://www.hackerrank.com/rest/contests/master/challenges/king-richards-knights/hackers/harshnikam4536/download_solution","harshnikam4536","king-richards-knights"
"https://www.hackerrank.com/rest/contests/master/challenges/frog-in-maze/hackers/harshnikam4536/download_solution","harshnikam4536","frog-in-maze"
"https://www.hackerrank.com/rest/contests/master/challenges/torque-and-development/hackers/harshnikam4536/download_solution","harshnikam4536","torque-and-development"
"https://www.hackerrank.com/rest/contests/master/challenges/journey-to-the-moon/hackers/harshnikam4536/download_solution","harshnikam4536","journey-to-the-moon"
"https://www.hackerrank.com/rest/contests/master/challenges/synchronous-shopping/hackers/harshnikam4536/download_solution","harshnikam4536","synchronous-shopping"
"https://www.hackerrank.com/rest/contests/master/challenges/subset-component/hackers/harshnikam4536/download_solution","harshnikam4536","subset-component"
"https://www.hackerrank.com/rest/contests/master/challenges/bfsshortreach/hackers/harshnikam4536/download_solution","harshnikam4536","bfsshortreach"
"https://www.hackerrank.com/rest/contests/master/challenges/kruskalmstrsub/hackers/harshnikam4536/download_solution","harshnikam4536","kruskalmstrsub"
"https://www.hackerrank.com/rest/contests/master/challenges/even-tree/hackers/harshnikam4536/download_solution","harshnikam4536","even-tree"
"https://www.hackerrank.com/rest/contests/master/challenges/the-quickest-way-up/hackers/harshnikam4536/download_solution","harshnikam4536","the-quickest-way-up"
"https://www.hackerrank.com/rest/contests/master/challenges/dijkstrashortreach/hackers/harshnikam4536/download_solution","harshnikam4536","dijkstrashortreach"
"https://www.hackerrank.com/rest/contests/master/challenges/the-story-of-a-tree/hackers/harshnikam4536/download_solution","harshnikam4536","the-story-of-a-tree"
"https://www.hackerrank.com/rest/contests/master/challenges/primsmstsub/hackers/harshnikam4536/download_solution","harshnikam4536","primsmstsub"
"https://www.hackerrank.com/rest/contests/master/challenges/toll-cost-digits/hackers/harshnikam4536/download_solution","harshnikam4536","toll-cost-digits"
"https://www.hackerrank.com/rest/contests/master/challenges/real-estate-broker/hackers/harshnikam4536/download_solution","harshnikam4536","real-estate-broker"
"https://www.hackerrank.com/rest/contests/master/challenges/clique/hackers/harshnikam4536/download_solution","harshnikam4536","clique"
"https://www.hackerrank.com/rest/contests/master/challenges/beautiful-path/hackers/harshnikam4536/download_solution","harshnikam4536","beautiful-path"
